compte,lien,n,nom,pseudo,score,id,bio,date,annee,mois,jour,date2,annee-mois
RadioQuebec,suivi par,7051,Nathalieflour,Nathalieflour,8,76a31594cfec4737b084213c48ce7a5b,,20200731221933,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,12925,Antonio M Domingos,AntonioMDomingos,0,8649367dc9094b4aa456372190aa1333,,20200731222029,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,7772,Kesteloot,Gkesteloot,12,5f61588e8a5e46fca5f758694f20a765,,20200731222229,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,21475,Nazarin,Nazarin,1,603cadb797664ece8ffaad2fcdc3584c,,20200731222534,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,16548,Jmfalcucci,Jmfalcucci,23,15a903805e2c4fe59f76a5579fc29265,Corsica Island Photography by me,20200731222600,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,10354,Loewensberg,Adrien1,8,b210df131c694192baa91067f49c486c,Retired approved auditor🇨🇭,20200731222655,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,19719,Kelly 🇧🇪,kelly1122,6,fc3a6e63e253402b9b94fd0c0eaf6b6c,,20200731223541,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,12018,Lorangel,Lorangel,1,7c0cd30e391a40438a6221e03968a8d4,,20200731224221,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,18403,FranckB,Benoistfm,10,b33013d8561e4629aa00e983fc15f5e3,,20200731224928,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,22865,Christiane_lepabic,Chrislp130,0,ba60b919310a4d849d7956cd674baf1b,,20200731225419,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,12304,PTRC MN,Fascination,62,cbb1283a521c484c84ac619d5d685305,,20200731230028,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,17596,🇫🇷SisSi 🇫🇷,LaReflechie,41,16c2e01d17f141a590b7a8e780a25414,"Un bon citoyen ne distingue pas ses intérêts de ceux de la patrie. 
Citation de Tite-Live ; Les maximes et sentences - Ier s. ap. J.-C.",20200731231123,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,22552,Nico Chico Fr,NicochicoFr,32,f795e492044c4e0ead075dc1356f207f,,20200731231645,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,3932,Arnocharpentier,Arnocharpentier,0,613728dc661b4fcfa66f0e361a419408,,20200731233657,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,12890,Nadcub82,Nadcub82,0,d7dd5e75c16a4ee18e0fc78358ade462,,20200731233714,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,23190,Max-la-marmotte,Max-la-marmotte,0,b58c74b8ee0b4e148ad839de1a4f2149,,20200731234312,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,23149,Yannbeauvois,Yannbeauvois,51,fb059bf3165b4500a47c5ef25376446b,,20200731235327,2020,07,31,2020-07-31,2020-07
RadioQuebec,suivi par,18179,Idfixe76,Idfixe76,0,dc42bf5a57144fbdb80976a8fb67173e,"Patriote Français, Libre dans son âme, Prisonnier par son Gouverne-Ment et les Globalistes...",20200801000640,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,3103,Nessy eb,Nessyy,6,34c8ead976d04fa3bd8f1f88e8dfff34,,20200801001618,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,2983,hexodark,hexodark,0,59b67641d045488aabbaea900246b8e6,,20200801002313,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,19359,Jacqueline Osborne70,JacquelineOsborne70,2,7d1a5042a24d47db842d0c5b533f02e5,,20200801002727,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,15965,EmmanuelChabane,EmmanuelChabane,8,27d2316fd5784fa99418f32529d66f37,,20200801003013,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,211,JosephGH,JosephGH,0,aa12bbff419a4090a4a600b81c5be0f5,,20200801004349,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,20064,Anna Radovic,AnnaTypic,92,6e8396cedf53472a84f472d390695a86,,20200801004715,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,301,Michel Segers,Vaillant59,1,52f0eaa69ac7411b8d3b3567d9553a2d,,20200801005927,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21800,Dozflorian,Dozflorian,6,b1e02cae4b784b2e8d0a1cae9e071775,,20200801010954,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,1774,Novation,Novation,8,1577293c4e764bd8ab97a60a40f8da91,,20200801034754,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,11864,DodeyT,DodeyT,19,0e3e39d03e7a490fbe365bcc6bc7a0d5,,20200801035635,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,20832,Asivoyage,Asivoyage,0,302440c67c154969ac041a3f04b9e6e7,,20200801043528,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,9142,Bao Letuan,BaoLetuan,0,9772930be12546be90aa888a21a96576,,20200801043857,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,6668,MARTINEZ,lilou1507777,3,81c71ac1ba414a0cafe13560029c29b4,,20200801050009,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21619,Jplenriot,Jplenriot,1,2866dc4d6b9648028cd745060e32f2a0,,20200801050554,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,10334,Roi Philippe,roiphilippe,9,ffbc178022554d7cbe244809156bcb95,,20200801051206,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23919,Joelle01,Joelle01,6,a1aaf1964d29447f8f2f3f49568749bd,,20200801051947,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,12458,Chriss51850,Chriss51850,4,a9fe88979a004ce394eea8b8b7b14da1,,20200801052329,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,24110,Bobfred,BobfredGard,6,30325208258d4005a0fdc5417709a79a,,20200801055732,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,10316,vague,smallest,4,323c60bf86d6430aa5a0e15720d6d539,,20200801055921,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,13591,Chnupom,Chnupom,0,97e57b2f4e6d4759b70ccb9b8c8c0f38,,20200801060009,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,9098,Isaleheron,Isaleheron,0,0b3686683a0849e28a1e76823c56c566,,20200801060119,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,12541,Alex Fort,Afortech42,17,04dfa03f194945bfacd75c315035fe2c,,20200801061752,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21859,Em,YinyangTao,0,94b336c2ea1448baa15547d70b28aab4,,20200801062310,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,22713,Francineliane,Francineliane,0,93061e0f7cc442639693cb54e2027c50,,20200801062539,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,20334,LylianPelis,LylianPelis,0,7178fff48c434085baa4ac09ead48771,,20200801062905,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23879,Cfpl06,Cfpl06,0,62ef57f5a8d7453f93d9fd2a64c6fd8a,,20200801064048,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,20079,Christian M.,ChristianMaccio,1,9965a644c792407d8da3ca70af9f6548,,20200801064141,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,3877,Metivierdavid7,Metivierdavid7,0,33d4f5512ca543c5ab942ca2cf90ff47,,20200801064259,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,22805,FabienneBodan,FabienneBodan,0,be17cd93e52c4ae6b56ac052108f2764,,20200801064602,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,16316,Benejourniac,Benejourniac,4,c3623332c15b40f5af97d3c380f127fc,,20200801065351,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,11805,6ril,6ril,17,c727acbea73249ff90fa466c9d3642b5,,20200801065456,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,14091,NathalieMergy,NathalieMergy,0,338f0ed4435e4933adeed10f70398316,,20200801070858,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,6346,Sophie,Moreto,0,f09ccc634f97441ea9a2d80d5d62634c,,20200801070919,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,2864,Docnimbus68,Docnimbus68,23,9a7885ff663f4863ab0c284fefffe799,,20200801071144,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,4870,MaGa,MGGM68,0,8ef399257d9e4c498e2e5de3908f9ae3,,20200801071255,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,22347,Oscar Komak,OscarKomak,0,514a1f7a00d643e082cd947dc731ae55,,20200801071728,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,10452,Lilicolibri,LilianeIber,24,c6e99c4046a44ce9aa34b54190d8895d,,20200801071854,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,13239,Jacqdech,Jacqdech,0,8a9bccfee4cb444abef00e11b405a2a3,,20200801072550,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,18162,I Auzanneau,IAuzanneau,2,ba050a1a1d5a4e9cb787c450c878fdcd,,20200801072954,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,3111,Courgeon Anne,CourgeonAnne,0,69435d1eedc7416b8e1cda67ce440e03,,20200801073020,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,8674,Crs24,Crs24,0,8856c142da704e0fa9a6aec6c5f01c6e,,20200801073150,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,19818,Krepsgrisou,Krepsgrisou,0,5309b259d7a24ef883ddd4279cd5e926,,20200801073159,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,15896,NathalieBarathieu,NathalieBarathieu,0,8cd2b8f4076e4ae9815710c6bb9accd5,,20200801073533,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,22971,DavidNephtali6887628,DavidNephtali6887628,0,05dae1dd8a1048edbdf2fe5dc609c319,,20200801073710,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,214,Jyppy,Jyppy,0,6eeb666aff0b4b5da05be892754bb045,,20200801074228,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21404,Gc2019597076630153,Gc2019597076630153,0,f51adec7f9624bd29abd1e3db42a124b,,20200801074615,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,8195,cocconip,pcocconi,0,12fb30a826a14822bb19a1b5440892f8,,20200801074855,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23625,DeckerJeanclaude,DeckerJeanclaude,6,2b99d8d8c6054950a19ca5e8cc39339e,,20200801075051,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,6905,Gousti Fruit,GoustiFruit,1,0637b2df1fad440aa2a9593cfc661795,,20200801075456,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,13825,Anne-laure,annelaureWeyland,1,aba5cdc22f57427e991a360623a20b86,,20200801075927,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,8368,@Lorence,Lorence,13,6a909711fdfc4602aa665537c098b3ca,,20200801080233,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,3184,Gfage,Gfage,1,6bbe7919c90149fe9e69b8cf28584800,,20200801080341,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,15252,Sthomelin,Sthomelin,18,ee5419c7217145cd85ae26b063d8115c,,20200801080505,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,10430,BeaDeBrux,BeaDeBrux,0,2eeba0083c8c4e6bbcb208ab9cf32c41,,20200801080803,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,1823,Gerardkertez,Gerardkertez,0,72e445c359c5466fb2c359375a11734e,,20200801081048,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,18567,Ginette,Gigidefago,28,7793fe97d1204aaa8592920fbf29a981,,20200801081116,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,19191,Annette 57,MemereAnnette,2,1b02680d79af458cafe6f26eae702519,"🇫🇷 En Moselle, côté frontière Luxembourgeoise...",20200801081840,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,10424,Gaulois 78,Gaulois78,658,abf872072262408bb68fcfc874f0fe91,"Souverainiste 
Patriote 
Bobophobe
Pour l’union de tous les souverainistes
Pour une sortie de l’U.E. et de l’Euro
Référendum sur la sortie de la France de l’U.E.",20200801082227,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21421,Claude Bussi,ClaudeBussi,1,c3529f4116f643898af36c35d7347329,,20200801082559,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,15807,Sophie,polgarine,0,342117c63181433c975c3a4aabf12913,,20200801082826,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,3132,Gunb,Gunb,0,2f43866222d94c659766a1b2c36dc1d7,,20200801083419,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,20690,AissAissss,AissAissss,0,b28094a6aa224ac6afc8849fe48c0dba,,20200801083617,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,438,Céline,Lola99,5,21c6e6564b8d44f2ad90462a0fda4ae1,,20200801083717,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23322,Leia1968,Leia1968,0,3a6f220785bc49e28b1144a0eeec3bca,,20200801083723,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,19181,Bluegaia74,Bluegaia74,8,2bb3121c0c5340bc8a3957a6536bcce0,,20200801083831,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,5597,Pajzenberg,Pajzenberg,51,fc8408eb39d1492d96eb0be3e711402f,,20200801084213,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21149,Daniel66430,Daniel66430,0,6303caa1443e4717998b02aa6c9fd877,,20200801084747,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23543,Hugo,NecPlusUltra,0,93b4559add3b4f8b9ff3b9001bc14419,,20200801085329,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,22711,Paulettemougey,Paulettemougey,0,d7b333484b6c4065bdc72bae0a0811de,,20200801090205,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,14408,Olichar000,Olichar000,5,edd7c933492c46578e39fb5d69675aa9,,20200801092640,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23568,carlisa,carlisa,101,6ce08a49c95a48c9a61710ed2a09cdff,,20200801094332,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,15026,matt,ellipse,0,43c450130ba74ce0914dcdb609cf2bb8,,20200801094536,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,2650,Gglugh,Gglugh,1,45e99e04ce7b496fbeacea6db2cdcd73,,20200801094618,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,7529,Christopherata,Christopherata,0,206f7714ac624544bf6a3d04138edf35,,20200801094846,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,1340,LE GLAUNEC,telrunya,0,27c6f25a45834e6f969d308558dacd7c,,20200801094953,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,18757,Sissisyl,Sissisyl,122,8fa6362129f84d43b0f8ed627ffe542d,"WWG1WGA 😉🌈✌️🙏
#corse #stopmascarade 
🗣 🇮🇹🇫🇷",20200801095258,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,18576,Le Télégraphe,Telegraphe,11,dc75de2f6b0945829b315720a88b2e6c,,20200801095452,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,22709,Francoise Damas,FrancoiseDamas,3,545ebfa60a34411f9bcde30529065d36,,20200801103848,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,15249,Ous toun,Marcdurant69,0,6b341dbe3f5c40bcadf2866cbb9095ed,,20200801104440,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,7654,Zedawee,Zedawee,3,2b44ec135a804c5d8b1d20c41e9bd42a,,20200801105540,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,22542,MeloKamel,MeloKamel,0,f47d9b99ca554aab858a290dbc1c9c5c,,20200801105648,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,20851,Jcusumano_1,Jcusumano_1,4,a03ebfa6f5f84cb1876b3a50e06f1c32,,20200801105711,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,6664,Coralielejay,Coralielejay,0,970172f281b14c90b1ec6e24ded4e574,,20200801105744,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,20413,Martine97150,Martinelaniez,1,52365d36bf1e40bb95e2798958230234,,20200801110537,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21007,Jennyd1976,Jennyd1976,6,2e0ad364977841e3a68ddefefd2bca93,,20200801111419,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,20912,Arnaud Letellier,ALetellier,0,98edcb211c534588a62cac89af8029ba,,20200801113259,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,8554,Ekel,huckelberryNo,1,922a65a439e047eebc0ae6c1be870212,,20200801114558,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,10344,Olivier Moreira,OlivierMoreira,0,ea48242982ca4bdea88fd2ef3466984b,,20200801115053,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,1519,Damigrim,Damigrim,0,42a31bd36ff44571a5c10c5246f7b9b3,,20200801115938,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21069,Edithberinguer,Edithberinguer,0,068e8f61ac204a8fa55210457f9cc466,,20200801120032,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,18458,Dominique Moreau,DominiqueMoreau,5,68c001b8bf6840e88c6ea08ba9633466,,20200801120726,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,17228,Infiny,Infiny,70,d27fa6bfb2654d98ba8ccf2f4ba51e4b,,20200801120755,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,13838,MihaelaN,MihaelaN,114,fb427721e49f4ebe9b656c76d3d8d290,,20200801120902,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21945,Mrimcha,Mrimcha,9,cd838650d8a448fe8df7678271781f8c,,20200801121835,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21256,Nellyairaud,Nellyairaud,0,47f9ef44bb2d45b48fa69556810f9e8b,,20200801121848,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,10255,Papprizzio,Papprizzio,0,db43e749d0e54d46a16db00060d07810,,20200801122042,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,8536,Le réveil citoyens,Lereveilcitoyens54,26,a50b48994bd846579ced3a50b0f4493d,,20200801122632,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,17742,bismut,flambi,0,b3085ab5b54f409da5e5f54fd0722ae4,,20200801122706,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,17603,Dalembertt,Dalembertt,1,e575ceba47b74d4980257ff6e3df25c2,,20200801123415,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,7912,sch,ooeurekaoo,27,677e24d596e4478a98577335b7e67d1b,,20200801125328,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,18221,Brunetnadia,Brunetnadia,117,2dfcdcd17f8342dba6de6ac3eea9d3d5,,20200801125355,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23756,Elisabeth Broua,ElisabethBrouard,6,239fb2de72de491bb84e715e3e86fd8e,"Libre et Souveraine, éclaireure, chercheuse de Vérité.",20200801125433,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,15449,HerminaBruggia,HerminaBruggia,4,66b0316becbd499bb07c75ad07ecd423,,20200801133218,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,22660,Teva,Tuma,0,2bd17e9d4b534c30b660d2da7bafdde2,,20200801133847,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,11817,Ascat,Ascat,0,480e80b1ff4e421c81e77184fc03a7e3,,20200801133926,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,13093,Pharao5iking,33celcius,12,6d50963a21fb4eb4b376f73ed1177c0e,Twitter est mort,20200801134248,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,19934,JHugel,JHugel,0,d07889432e0e4a6c9fc221503518213e,,20200801140313,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,3104,Laurentplatret,Laurentplatret,16,9694494122a842a7823a8daf178799ed,,20200801140344,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,22861,IsabelleFettaya5,WhiteEagle12,69,28960313dba1480da28aca20369d9361,,20200801140646,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23674,Raphy,Raphzyla,13,ff61438ab1124631ae51c5162b61f5e0,Les Français débarquent sur PARLER. Et pas pour se taire.,20200801141213,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,5160,Philomela84,Philomela84,0,4bd4d18a155f4de0b6aff640933da0b1,,20200801141238,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,12898,Archambaultstephane,Archambaultstephane,3,9e9a4c26f8344c3f922fc5a54a04805e,,20200801142922,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,13243,Hans Burger,Hansburger,1,8a6050155dad4b528310de53081ec4f9,,20200801143452,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,76,DomDom,DDom,0,590e06aeb2614b129bf07e03bd83278b,,20200801143543,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,6481,Rousse Francoise1009,RousseFrancoise1009,2,8b7cb3330e9649cb8454021d467c7a3b,,20200801143626,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,22954,wattmillion,wattmillion,1,f64724da3066445ca05b46d951e15107,,20200801144136,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,14437,Gigi,Gigi911,0,3da9e2ea34754c5bad4dc76453ebe7b2,,20200801144406,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23579,Edwin R Crot,EdwinRCrot,0,f9ea1a9b03014812a2eaead719b77c6b,,20200801144814,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23143,Alexandar,sashamars,12,abcc6a1188994ae0a36b0c2f5897f640,,20200801145932,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,7677,LDumont2405,LDumont2405,101,2f77462123464cdb9ebc6ef159b27e5a,,20200801150034,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,16151,Claude5105,Claude5105,1,bcef38da538a4ed8ba721f17db13c0fd,,20200801150306,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,20098,Tranchonkt,Tranchonkt,0,314689459b1d4acdbf815c98e68820e8,,20200801150602,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,6,Mars95380,Mars95380,0,d36e9f07396345daa118e42abd0af986,,20200801151015,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21662,StephaneClaude,Csmajor11,0,8943792f879147069d512f2f4b037c20,,20200801151528,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,15015,Hélène C.,HeleneC,865,de15cc1b6d6b4c6fbf739118a590b83c,"✝️SEEK and you shall FIND.✝️

“Do not think that I have come to bring peace to the world. 
No, I did not come to bring peace, 
but a sword.”
‭”The word of God is sharper than any double-edged sword.”",20200801152402,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,15769,Luciemartin346,Luciemartin346,0,e5b79e110f0b48b097b152e6a569ca01,,20200801152604,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,17632,Genevieve Verges,GenevieveVerges,1,57a2e527b8614dea86a5b9bb057e702d,,20200801152717,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,18465,ValSophie,ValSophie,-5,62291e4bd460493dafd137a536873dfd,,20200801153923,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,15916,Bnjboy1,DaffyDucks,16,c911e9d5785043aca5ffb4c0f0d5dc24,,20200801153938,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23769,Chrysalide,Chrysalide,0,f5db542ed3f2439a87f5c88850496705,,20200801154000,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,19491,koguel,Koguel,0,69a5fd8a14cd49c6912bb012d14c83fb,,20200801154441,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,8159,MDondonberard,MDondonberard,11,998974088fd840279e53658d1ced9be0,,20200801154618,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,17852,Lavraiinformations,Lavraiinformations,3,96906da1857f4aadb93ff9dce2d8471a,La vrai informations,20200801154717,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,17913,Chiquetet,Chiquetet,12,47568f000311451680eba8b330aa310b,,20200801155508,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,6345,Richard Coward,RichardCoward,104,56e75dbedbf94788987ecb15c1911bf9,Ni pour ni contre bien au contraire. Charles Coward 🙏 Richard Sorge 🙏 Michel Hollard 🙏,20200801160425,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,12561,Sandy,SandyO,0,86c57ec55b7c4b8d9d22ce87f72413c4,,20200801161238,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,1264,SebastoCha41,SebastoCha41,5,d182c33a630a49fea02baa69739acb96,,20200801162227,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,12008,HdEvasions,HdEvasions,6,66c55aef2b244f61b34ce34f33210171,,20200801162354,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,20758,BernardChapelle,BernardChapelle,0,09f249c9fd9e4ef69d0b65f7fb10c4af,,20200801162617,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,16117,Virginiebaquerre,Virginiebaquerre,15,e3e37f72421c4912833e512cce1814ba,,20200801170119,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,395,Hervevallery,Hervevallery,50,8d9b300a51d14da3b59024d792f8befe,,20200801172557,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21727,Pascal Lejeune46,PascalLejeune46,0,4bd5568936e04f77bc345088b6347e5e,,20200801172842,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,18927,Krakou,Krakoukaas,0,29cdd9dfa5db47c1b0b0ab517a2a2664,,20200801174316,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,16878,Waloo1,Waloo1,1,b070c161fc2a4c5c83c056ea701edcc8,,20200801175124,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,23976,Mathias Loop,MathiasLoop,1,412286701d6c49d49faf8003f97c3196,,20200801182831,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,8539,ChristopheCampain,scarou,1,8665070f0022460a980130745f49f4d3,,20200801183017,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,21695,Heyc09,Heyc09,3,1cbcddffd37a495ca8295b26d0a98c3c,,20200801183411,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,8644,gervais eric,eg38,4,2cf680cc67014aaeb27368a567a0e82a,,20200801184156,2020,08,01,2020-08-01,2020-08
RadioQuebec,suivi par,16178,salenave,abbematthieusalenave,0,105cc3ce40cc43b0ba3816c92d458c05,,20200801184715,2020,08,01,2020-08-01,2020-08
